"","year","author","method","reportScore","methodsScore"
"1",1992,"Decker MD","CCO",100,100
"2",1992,"Fought RL","CCO",100,100
"3",1992,"Ray WA","CCO",100,100
"4",1995,"de Jong-van den Berg LTW","CCO",100,100
"5",1995,"Middelbeek A","CCO",100,100
"6",1995,"Stricker BH","CCO",100,100
"7",1995,"Sturkenboom MCM","CCO",100,100
"8",1995,"van den Berg PB","CCO",100,100
"9",1995,"Wesseling H","CCO",100,100
"10",1995,"Colville A","SCCS",0,100
"11",1995,"Farrington CP","SCCS",0,100
"12",1995,"Flower A","SCCS",0,100
"13",1995,"Miller E","SCCS",0,100
"14",1995,"Morgan-Capner P","SCCS",0,100
"15",1995,"Nash J","SCCS",0,100
"16",1995,"Pugh S","SCCS",0,100
"17",1995,"Rush M","SCCS",0,100
